Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001,Cum_Ah,Cum_Wh,Volt_roll_mean_5,Volt_roll_std_5,Curr_roll_mean_5,Curr_roll_std_5,Temp_roll_mean_5,Temp_roll_std_5,Volt_roll_mean_10,Volt_roll_std_10,Curr_roll_mean_10,Curr_roll_std_10,Temp_roll_mean_10,Temp_roll_std_10,Delta_Voltage,Delta_Current,Delta_Temp,Delta_Ah,Temp_range_10
6,CHA,0.054,1800.165,0,0,Recovas_Capacity_Check,3.36845,1.66851,4e-05,0.0,0.00015,0.0,24.2,9.989399818689622,39.060018968911685,3.3390499999999994,0.028057442862813982,0.333702,0.7461803562276348,24.789500480747215,0.8072067774134765,3.323972,0.0245455489515577,0.166851,0.5276291898767542,24.52475024037361,0.6072943660923786,0.0140100000000003,1.66851,0.0,4e-05,1.4737512018680476
6,CHA,0.648,1800.759,0,0,Recovas_Capacity_Check,3.37846,1.66985,0.00032,0.0,0.00108,5.64134,24.2,9.989719818689622,39.061098968911686,3.35295,0.026601552586270297,0.6676719999999999,0.9142476612876842,24.78950048074722,0.8072067774134765,3.3309330000000004,0.029208194835619882,0.33383599999999997,0.7037881541770933,24.51475024037361,0.6122098470897247,0.010009999999999852,0.0013400000000001189,0.0,0.00028000000000000003,1.4737512018680476
6,CHA,1.002,1801.113,0,0,Recovas_Capacity_Check,3.37935,1.66994,0.00044,0.0,0.0015,5.64301,24.2,9.990159818689621,39.062598968911686,3.367028,0.012262339499464897,1.00166,0.9143864702903254,24.49475024037361,0.6590815738597898,3.337983,0.03168874635506313,0.50083,0.8064130012455019,24.504750240373607,0.6169060904525762,0.0008900000000000574,8.999999999992347e-05,0.0,0.00011999999999999999,1.4737512018680476
6,CHA,1.997,1802.108,0,0,Recovas_Capacity_Check,3.38269,1.67003,0.00093,0.0,0.00314,5.64919,24.2,9.991089818689622,39.06573896891169,3.3726779999999996,0.011496606890737386,1.335666,0.7466602522767635,24.2,0.0,3.345356,0.032745415014081174,0.667833,0.8621687955518533,24.49475024037361,0.6213880669751534,0.0033400000000001207,8.999999999992347e-05,0.0,0.00049,1.4737512018680476
6,CHA,3.012,1803.123,0,0,Recovas_Capacity_Check,3.3848,1.66994,0.00142,0.0,0.00479,5.65242,24.2,9.992509818689621,39.07052896891169,3.37875,0.006298019529992159,1.669654,0.0006426741009912307,24.2,0.0,3.352951,0.032139730846552736,0.834827,0.8799850283707483,24.49475024037361,0.6213880669751534,0.002109999999999612,-8.999999999992347e-05,0.0,0.00049,1.4737512018680476
6,CHA,4.036,1804.147,0,0,Recovas_Capacity_Check,3.38647,1.66994,0.00181,0.0,0.00613,5.6552,24.2,9.994319818689622,39.07665896891169,3.3823540000000003,0.003436004947635276,1.66994,6.363961097353056e-05,24.2,0.0,3.360702,0.029597664997990943,1.001821,0.862230343926597,24.49475024037361,0.6213880669751534,0.0016700000000002824,0.0,0.0,0.00038999999999999994,1.4737512018680476
6,CHA,5.028,1805.139,0,0,Recovas_Capacity_Check,3.38847,1.67003,0.00232,0.0,0.00784,5.65866,24.2,9.996639818689621,39.08449896891169,3.3843559999999995,0.0035152069640604256,1.6699760000000001,4.9295031036239525e-05,24.2,0.0,3.3686529999999997,0.024371748694839452,1.168824,0.8065653121890792,24.494750240373612,0.6213880669751534,0.0019999999999997797,8.999999999992347e-05,0.0,0.00051,1.4737512018680476
6,CHA,5.028,1805.139,0,0,Recovas_Capacity_Check,3.38847,1.67003,0.00232,0.0,0.00784,5.65866,24.2,9.99895981868962,39.09233896891169,3.3861800000000004,0.0024827806991723966,1.6699939999999998,4.929503103628513e-05,24.2,0.0,3.3766040000000004,0.013094165112750062,1.3358269999999999,0.7040427951647068,24.347375120186804,0.4660410502313645,0.0,0.0,0.0,0.0,1.4737512018680476
6,CHA,6.008,1806.119,0,0,Recovas_Capacity_Check,3.38992,1.66994,0.00281,0.0,0.0095,5.66096,24.2,10.00176981868962,39.10183896891169,3.387626,0.002000607407810591,1.6699759999999997,4.9295031036173646e-05,24.2,0.0,3.3801520000000003,0.01107200855009126,1.502821,0.5280376753488124,24.2,0.0,0.0014500000000001734,-8.999999999992347e-05,0.0,0.00049,0.0
6,CHA,7.107,1807.218,0,0,Recovas_Capacity_Check,3.39136,1.66994,0.00327,0.0,0.01105,5.66319,24.2,10.005039818689621,39.11288896891169,3.3889380000000005,0.0018275311215378636,1.6699759999999997,4.9295031036173646e-05,24.2,0.0,3.383844,0.006924257200432402,1.6698149999999998,0.0004620064935508575,24.2,0.0,0.0014400000000001079,0.0,0.0,0.0004599999999999999,0.0
6,CHA,8.013,1808.124,0,0,Recovas_Capacity_Check,3.39281,1.66994,0.00372,0.0,0.01259,5.66579,24.2,10.00875981868962,39.12547896891169,3.390206,0.0018855847899769246,1.6699759999999997,4.9295031036173646e-05,24.2,0.0,3.38628,0.004894225622548256,1.669958,5.6920998613129096e-05,24.2,0.0,0.0014499999999997293,0.0,0.0,0.0004500000000000003,0.0
6,CHA,9.003,1809.114,0,0,Recovas_Capacity_Check,3.39426,1.67003,0.00418,0.0,0.01415,5.66802,24.2,10.01293981868962,39.139628968911694,3.3913640000000003,0.0022879095262257365,1.6699760000000001,4.9295031036173646e-05,24.2,0.0,3.38786,0.004632553891269911,1.6699760000000001,4.647580104868331e-05,24.2,0.0,0.0014500000000001734,8.999999999992347e-05,0.0,0.00045999999999999947,0.0
6,CHA,10.022,1810.133,0,0,Recovas_Capacity_Check,3.39537,1.66994,0.00463,0.0,0.01569,5.67006,24.2,10.017569818689621,39.15531896891169,3.3927440000000004,0.0021845434306043353,1.6699579999999998,4.024922464899431e-05,24.2,0.0,3.3894619999999995,0.00410231587710172,1.6699759999999997,4.647580104868331e-05,24.2,0.0,0.0011100000000001664,-8.999999999992347e-05,0.0,0.0004499999999999999,0.0
6,CHA,11.009,1811.12,0,0,Recovas_Capacity_Check,3.3967,1.67003,0.00511,0.0,0.01731,5.67259,24.2,10.022679818689621,39.172628968911695,3.3941000000000003,0.0020958411199796835,1.6699759999999997,4.9295031036173646e-05,24.2,0.0,3.3908630000000004,0.003920907066252438,1.6699759999999997,4.647580104868331e-05,24.2,0.0,0.0013299999999998313,8.999999999992347e-05,0.0,0.0004800000000000004,0.0
6,CHA,11.996,1812.107,0,0,Recovas_Capacity_Check,3.39793,1.66994,0.00557,0.0,0.01887,5.67433,24.2,10.028249818689622,39.191498968911695,3.395414,0.0020061480504187075,1.6699759999999997,4.9295031036173646e-05,24.2,0.0,3.392176,0.003862993082510182,1.6699760000000001,4.647580104868331e-05,24.2,0.0,0.0012300000000000644,-8.999999999992347e-05,0.0,0.00046000000000000034,0.0
6,CHA,12.412,1812.523,0,0,Recovas_Capacity_Check,3.39848,1.66994,0.00576,0.0,0.01952,5.67538,24.2,10.034009818689622,39.211018968911695,3.396548,0.0017527321530112915,1.6699759999999997,4.9295031036173646e-05,24.2,0.0,3.393377,0.0037573987751530814,1.6699759999999997,4.647580104868331e-05,24.2,0.0,0.0005500000000000504,0.0,0.0,0.00019000000000000006,0.0
6,CHA,13.057,1813.168,0,0,Recovas_Capacity_Check,3.39915,1.66994,0.00604,0.0,0.02047,5.67637,24.2,10.040049818689623,39.2314889689117,3.3975260000000005,0.001503439390265036,1.669958,4.024922464899431e-05,24.2,0.0,3.394445,0.003725364262572853,1.6699669999999998,4.3474131194504964e-05,24.2,0.0,0.0006699999999999484,0.0,0.0,0.00027999999999999987,0.0
6,CHA,14.004,1814.115,0,0,Recovas_Capacity_Check,3.40026,1.66994,0.0065,0.0,0.02203,5.67823,24.2,10.046549818689623,39.2535189689117,3.3985040000000004,0.0013309132203872954,1.6699579999999998,4.024922464899431e-05,24.2,0.0,3.395624,0.0034819892143506206,1.669958,3.794733301718324e-05,24.2,0.0,0.0011099999999997223,0.0,0.0,0.00045999999999999947,0.0
6,CHA,15.033,1815.144,0,0,Recovas_Capacity_Check,3.40148,1.66994,0.00699,0.0,0.02371,5.68027,24.2,10.053539818689623,39.2772289689117,3.39946,0.0014245876597116156,1.66994,0.0,24.2,0.0,3.3967800000000006,0.0032916054846580853,1.669958,3.794733301718324e-05,24.2,0.0,0.0012199999999999989,0.0,0.0,0.00049,0.0
6,CHA,16.031,1816.142,0,0,Recovas_Capacity_Check,3.4026,1.66994,0.00742,0.0,0.02516,5.68194,24.2,10.060959818689623,39.3023889689117,3.400394,0.0016788924921519396,1.66994,0.0,24.2,0.0,3.3979039999999996,0.0031512650017216422,1.6699579999999998,3.794733301718324e-05,24.2,0.0,0.001120000000000232,0.0,0.0,0.0004300000000000007,0.0
6,CHA,17.029,1817.14,0,0,Recovas_Capacity_Check,3.40371,1.67003,0.00788,0.0,0.02674,5.68411,24.2,10.068839818689623,39.3291289689117,3.40144,0.001812222392590218,1.669958,4.024922464899431e-05,24.2,0.0,3.3989940000000005,0.0030777704773220426,1.6699669999999998,4.3474131194504964e-05,24.2,0.0,0.0011099999999997223,8.999999999992347e-05,0.0,0.00045999999999999947,0.0
6,CHA,18.029,1818.14,0,0,Recovas_Capacity_Check,3.40471,1.66994,0.00838,0.0,0.02844,5.68566,24.2,10.077219818689624,39.3575689689117,3.402552,0.0017608719431596045,1.6699579999999998,4.024922464899431e-05,24.2,0.0,3.4000389999999996,0.0030658638441841187,1.669958,3.794733301718324e-05,24.2,0.0,0.001000000000000334,-8.999999999992347e-05,0.0,0.0005000000000000004,0.0
6,CHA,19.091,1819.202,0,0,Recovas_Capacity_Check,3.40582,1.66994,0.00881,0.0,0.02989,5.68752,24.2,10.086029818689624,39.3874589689117,3.403664,0.0017063499055608921,1.669958,4.024922464899431e-05,24.2,0.0,3.401084,0.0030785248992853554,1.669958,3.794733301718324e-05,24.2,0.0,0.0011099999999997223,0.0,0.0,0.0004299999999999998,0.0
6,CHA,20.021,1820.132,0,0,Recovas_Capacity_Check,3.40682,1.66994,0.00927,0.0,0.03147,5.68919,24.2,10.095299818689625,39.4189289689117,3.404732,0.0016683734594534624,1.6699579999999998,4.024922464899431e-05,24.2,0.0,3.4020960000000002,0.003140004246275975,1.6699489999999997,2.8460500401705632e-05,24.2,0.0,0.001000000000000334,0.0,0.0,0.00046000000000000034,0.0
6,CHA,21.02,1821.131,0,0,Recovas_Capacity_Check,3.40782,1.66994,0.00975,0.0,0.03311,5.69086,24.2,10.105049818689626,39.4520389689117,3.4057760000000004,0.0016335941969197643,1.669958,4.024922464899431e-05,24.2,0.0,3.403085,0.003238038672469579,1.6699490000000001,2.8460500401705632e-05,24.2,0.0,0.0009999999999998899,0.0,0.0,0.0004799999999999995,0.0
6,CHA,21.59,1821.701,0,0,Recovas_Capacity_Check,3.40849,1.66994,0.01002,0.0,0.03401,5.69179,24.2,10.115069818689626,39.4860489689117,3.4067319999999994,0.0015167630006731611,1.66994,0.0,24.2,0.0,3.4040859999999995,0.0032033322927447427,1.6699490000000001,2.8460500401705632e-05,24.2,0.0,0.0006699999999999484,0.0,0.0,0.0002699999999999994,0.0
6,CHA,22.013,1822.124,0,0,Recovas_Capacity_Check,3.40882,1.66994,0.01021,0.0,0.03468,5.69253,24.2,10.125279818689627,39.520728968911705,3.4075539999999997,0.0012344148412153021,1.66994,0.0,24.2,0.0,3.405053,0.003000885239755902,1.6699490000000001,2.8460500401705632e-05,24.2,0.0,0.00032999999999994145,0.0,0.0,0.00019000000000000093,0.0
6,CHA,23.015,1823.126,0,0,Recovas_Capacity_Check,3.40982,1.67003,0.01068,0.0,0.03626,5.6942,24.2,10.135959818689628,39.5569889689117,3.408354,0.0011206159021778226,1.669958,4.024922464899431e-05,24.2,0.0,3.406009,0.002821738825611121,1.6699579999999998,3.794733301718324e-05,24.2,0.0,0.0009999999999998899,8.999999999992347e-05,0.0,0.00046999999999999993,0.0
6,CHA,24.016,1824.127,0,0,Recovas_Capacity_Check,3.41083,1.66994,0.01114,0.0,0.03784,5.69587,24.2,10.147099818689627,39.594828968911706,3.4091560000000003,0.0011815794515034552,1.6699579999999998,4.024922464899431e-05,24.2,0.0,3.406944,0.0027007784885852053,1.669958,3.794733301718324e-05,24.2,0.0,0.0010099999999999554,-8.999999999992347e-05,0.0,0.00046000000000000034,0.0
6,CHA,25.029,1825.14,0,0,Recovas_Capacity_Check,3.41183,1.66985,0.01159,0.0,0.03938,5.69724,24.2,10.158689818689627,39.63420896891171,3.4099580000000005,0.0013904927185055419,1.66994,6.363961097327542e-05,24.2,0.0,3.4078670000000004,0.0026274451046097765,1.6699490000000001,5.108815991121457e-05,24.2,0.0,0.001000000000000334,-8.999999999992347e-05,0.0,0.000449999999999999,0.0
6,CHA,26.003,1826.114,0,0,Recovas_Capacity_Check,3.41283,1.67003,0.01206,0.0,0.04099,5.69952,24.2,10.170749818689627,39.67519896891171,3.410826,0.0015858846112560526,1.6699579999999998,7.529940295137856e-05,24.2,0.0,3.408779,0.0026069243265588885,1.6699489999999997,5.108815991121457e-05,24.2,0.0,0.0009999999999998899,0.00017999999999984695,0.0,0.00046999999999999993,0.0
6,CHA,27.011,1827.122,0,0,Recovas_Capacity_Check,3.41372,1.66994,0.01255,0.0,0.04264,5.7007,24.2,10.183299818689626,39.71783896891171,3.411806,0.001549945160391301,1.669958,7.529940295137856e-05,24.2,0.0,3.4096800000000003,0.002601350076822147,1.6699490000000001,5.108815991121457e-05,24.2,0.0,0.0008900000000000574,-8.999999999992347e-05,0.0,0.0004900000000000009,0.0
6,CHA,28.016,1828.127,0,0,Recovas_Capacity_Check,3.41472,1.67003,0.013,0.0,0.04417,5.70219,24.2,10.196299818689626,39.76200896891171,3.4127859999999997,0.0015292579900794696,1.6699579999999998,7.529940295137856e-05,24.2,0.0,3.41057,0.0026558990944613057,1.669958,5.692099861312476e-05,24.2,0.0,0.0009999999999998899,8.999999999992347e-05,0.0,0.000449999999999999,0.0
6,CHA,29.027,1829.138,0,0,Recovas_Capacity_Check,3.41561,1.66994,0.01345,0.0,0.04572,5.70386,24.2,10.209749818689627,39.80772896891171,3.413742,0.0014944798426956068,1.669958,7.529940295137856e-05,24.2,0.0,3.411449,0.0027304230441381407,1.669958,5.692099861312476e-05,24.2,0.0,0.0008900000000000574,-8.999999999992347e-05,0.0,0.00045000000000000075,0.0
6,CHA,29.996,1830.107,0,0,Recovas_Capacity_Check,3.41639,1.66994,0.01393,0.0,0.04738,5.70516,24.2,10.223679818689627,39.85510896891171,3.414654,0.0014257734743729025,1.6699759999999997,4.929503103605456e-05,24.2,0.0,3.412306,0.0028086422184164417,1.6699579999999998,5.692099861312476e-05,24.2,0.0,0.0007799999999997809,0.0,0.0,0.0004799999999999995,0.0
6,CHA,31.002,1831.113,0,0,Recovas_Capacity_Check,3.41739,1.66994,0.01438,0.0,0.04891,5.70683,24.2,10.238059818689626,39.90401896891171,3.4155660000000005,0.0014257734743736126,1.669958,4.024922464902534e-05,24.2,0.0,3.413196,0.0028744166557879308,1.669958,5.692099861312476e-05,24.2,0.0,0.001000000000000334,0.0,0.0,0.00045000000000000075,0.0
6,CHA,32.014,1832.125,0,0,Recovas_Capacity_Check,3.41828,1.67003,0.01485,0.0,0.05051,5.70832,24.2,10.252909818689625,39.95452896891171,3.416478,0.0014080731515903585,1.6699759999999997,4.929503103605456e-05,24.2,0.0,3.4141420000000005,0.0028305664921754133,1.6699670000000002,6.074537087807905e-05,24.2,0.0,0.0008900000000000574,8.999999999992347e-05,0.0,0.00046999999999999993,0.0
6,CHA,32.17,1832.281,0,0,Recovas_Capacity_Check,3.4185,1.67003,0.01494,0.0,0.05082,5.7085,24.2,10.267849818689625,40.00534896891171,3.4172339999999997,0.0012319618501524388,1.6699759999999997,4.929503103605456e-05,24.2,0.0,3.41501,0.0026850863838705696,1.6699669999999998,6.074537087807905e-05,24.2,0.0,0.0002199999999996649,0.0,0.0,8.99999999999998e-05,0.0
6,CHA,33.023,1833.134,0,0,Recovas_Capacity_Check,3.41917,1.67003,0.01534,0.0,0.05218,5.71011,24.2,10.283189818689625,40.05752896891171,3.4179459999999997,0.0010778357946515937,1.6699939999999998,4.929503103610017e-05,24.2,0.0,3.415844,0.002533439471452329,1.6699759999999997,6.29285315506022e-05,24.2,0.0,0.0006699999999999484,0.0,0.0,0.0003999999999999993,0.0
6,CHA,33.999,1834.11,0,0,Recovas_Capacity_Check,3.42006,1.66994,0.01577,0.0,0.05366,5.71129,24.2,10.298959818689625,40.11118896891171,3.4186799999999997,0.001000124992305148,1.6699939999999998,4.929503103610017e-05,24.2,0.0,3.4166669999999995,0.002418769430001955,1.669985,4.743416577867461e-05,24.2,0.0,0.0008900000000000574,-8.999999999992347e-05,0.0,0.0004299999999999998,0.0
6,CHA,35.025,1835.136,0,0,Recovas_Capacity_Check,3.42095,1.67003,0.01625,0.0,0.05529,5.71308,24.2,10.315209818689624,40.16647896891171,3.4193919999999998,0.0011130004493416518,1.6700119999999998,4.024922464919291e-05,24.2,0.0,3.417479,0.0023495174445358025,1.6699849999999998,4.7434165778674615e-05,24.2,0.0,0.0008900000000000574,8.999999999992347e-05,0.0,0.00048000000000000126,0.0
6,CHA,36.005,1836.116,0,0,Recovas_Capacity_Check,3.42172,1.66994,0.01672,0.0,0.0569,5.71407,24.2,10.331929818689623,40.22337896891171,3.42008,0.0013010956921903332,1.6699939999999998,4.929503103610017e-05,24.2,0.0,3.4182790000000005,0.002288572820670331,1.6699849999999998,4.7434165778674615e-05,24.2,0.0,0.0007700000000001594,-8.999999999992347e-05,0.0,0.0004699999999999982,0.0
6,CHA,37.024,1837.135,0,0,Recovas_Capacity_Check,3.42261,1.66994,0.01716,0.0,0.0584,5.71556,24.2,10.349089818689624,40.28177896891171,3.4209019999999994,0.0013506924151109356,1.6699759999999997,4.929503103598869e-05,24.2,0.0,3.419068,0.002285314468990376,1.6699760000000001,4.64758010486833e-05,24.2,0.0,0.0008900000000000574,0.0,0.0,0.0004400000000000029,0.0
6,CHA,38.005,1838.116,0,0,Recovas_Capacity_Check,3.42339,1.66994,0.01765,0.0,0.06008,5.71686,24.2,10.366739818689624,40.34185896891171,3.421746,0.0013158761340795804,1.669958,4.024922464876778e-05,24.2,0.0,3.4198460000000006,0.0023015222015869852,1.6699760000000001,4.64758010486833e-05,24.2,0.0,0.0007799999999997809,0.0,0.0,0.0004899999999999974,0.0
6,CHA,39.024,1839.135,0,0,Recovas_Capacity_Check,3.42428,1.66994,0.01812,0.0,0.0617,5.71865,24.2,10.384859818689623,40.40355896891171,3.4225900000000005,0.0013174786526704196,1.6699579999999998,4.024922464876778e-05,24.2,0.0,3.420635,0.0023372407758715857,1.6699759999999997,4.64758010486833e-05,24.2,0.0,0.0008900000000000574,0.0,0.0,0.00047000000000000167,0.0
6,CHA,40.004,1840.115,0,0,Recovas_Capacity_Check,3.42506,1.66994,0.01856,0.0,0.06319,5.71964,24.2,10.403419818689624,40.46674896891171,3.423412,0.0013205945631585131,1.66994,0.0,24.2,0.0,3.4214019999999996,0.002411361072542758,1.6699759999999997,4.64758010486833e-05,24.2,0.0,0.000780000000000225,0.0,0.0,0.0004399999999999994,0.0
6,CHA,41.026,1841.137,0,0,Recovas_Capacity_Check,3.42595,1.66994,0.01905,0.0,0.06488,5.72125,24.2,10.422469818689624,40.53162896891171,3.4242580000000005,0.0013205945631588332,1.66994,0.0,24.2,0.0,3.4221690000000002,0.002525129039597621,1.6699670000000002,4.347413119450496e-05,24.2,0.0,0.0008899999999996133,0.0,0.0,0.0004900000000000009,0.0
6,CHA,42.004,1842.115,0,0,Recovas_Capacity_Check,3.42651,1.66994,0.0194,0.0,0.06608,5.72206,24.2,10.441869818689623,40.59770896891171,3.425038,0.001253941785030595,1.66994,0.0,24.2,0.0,3.4229700000000003,0.0025022922824121207,1.669958,3.7947333017183234e-05,24.2,0.0,0.000560000000000116,0.0,0.0,0.0003499999999999996,0.0
