Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001
6,CHA,3.012,1803.123,0,0,Recovas_Capacity_Check,3.3848,1.66994,0.00142,0,0.00479,5.65242,24.2
6,CHA,4.036,1804.147,0,0,Recovas_Capacity_Check,3.38647,1.66994,0.00181,0,0.00613,5.6552,24.2
6,CHA,5.028,1805.139,0,0,Recovas_Capacity_Check,3.38847,1.67003,0.00232,0,0.00784,5.65866,24.2
6,CHA,5.028,1805.139,0,0,Recovas_Capacity_Check,3.38847,1.67003,0.00232,0,0.00784,5.65866,24.2
6,CHA,6.008,1806.119,0,0,Recovas_Capacity_Check,3.38992,1.66994,0.00281,0,0.0095,5.66096,24.2
6,CHA,7.107,1807.218,0,0,Recovas_Capacity_Check,3.39136,1.66994,0.00327,0,0.01105,5.66319,24.2
6,CHA,8.013,1808.124,0,0,Recovas_Capacity_Check,3.39281,1.66994,0.00372,0,0.01259,5.66579,24.2
6,CHA,9.003,1809.114,0,0,Recovas_Capacity_Check,3.39426,1.67003,0.00418,0,0.01415,5.66802,24.2
6,CHA,10.022,1810.133,0,0,Recovas_Capacity_Check,3.39537,1.66994,0.00463,0,0.01569,5.67006,24.2
6,CHA,11.009,1811.12,0,0,Recovas_Capacity_Check,3.3967,1.67003,0.00511,0,0.01731,5.67259,24.2
6,CHA,11.996,1812.107,0,0,Recovas_Capacity_Check,3.39793,1.66994,0.00557,0,0.01887,5.67433,24.2
6,CHA,12.412,1812.523,0,0,Recovas_Capacity_Check,3.39848,1.66994,0.00576,0,0.01952,5.67538,24.2
6,CHA,13.057,1813.168,0,0,Recovas_Capacity_Check,3.39915,1.66994,0.00604,0,0.02047,5.67637,24.2
6,CHA,14.004,1814.115,0,0,Recovas_Capacity_Check,3.40026,1.66994,0.0065,0,0.02203,5.67823,24.2
6,CHA,15.033,1815.144,0,0,Recovas_Capacity_Check,3.40148,1.66994,0.00699,0,0.02371,5.68027,24.2
6,CHA,16.031,1816.142,0,0,Recovas_Capacity_Check,3.4026,1.66994,0.00742,0,0.02516,5.68194,24.2
6,CHA,17.029,1817.14,0,0,Recovas_Capacity_Check,3.40371,1.67003,0.00788,0,0.02674,5.68411,24.2
6,CHA,18.029,1818.14,0,0,Recovas_Capacity_Check,3.40471,1.66994,0.00838,0,0.02844,5.68566,24.2
6,CHA,19.091,1819.202,0,0,Recovas_Capacity_Check,3.40582,1.66994,0.00881,0,0.02989,5.68752,24.2
6,CHA,20.021,1820.132,0,0,Recovas_Capacity_Check,3.40682,1.66994,0.00927,0,0.03147,5.68919,24.2
6,CHA,21.02,1821.131,0,0,Recovas_Capacity_Check,3.40782,1.66994,0.00975,0,0.03311,5.69086,24.2
6,CHA,21.59,1821.701,0,0,Recovas_Capacity_Check,3.40849,1.66994,0.01002,0,0.03401,5.69179,24.2
6,CHA,22.013,1822.124,0,0,Recovas_Capacity_Check,3.40882,1.66994,0.01021,0,0.03468,5.69253,24.2
6,CHA,23.015,1823.126,0,0,Recovas_Capacity_Check,3.40982,1.67003,0.01068,0,0.03626,5.6942,24.2
6,CHA,24.016,1824.127,0,0,Recovas_Capacity_Check,3.41083,1.66994,0.01114,0,0.03784,5.69587,24.2
6,CHA,25.029,1825.14,0,0,Recovas_Capacity_Check,3.41183,1.66985,0.01159,0,0.03938,5.69724,24.2
6,CHA,26.003,1826.114,0,0,Recovas_Capacity_Check,3.41283,1.67003,0.01206,0,0.04099,5.69952,24.2
6,CHA,27.011,1827.122,0,0,Recovas_Capacity_Check,3.41372,1.66994,0.01255,0,0.04264,5.7007,24.2
6,CHA,28.016,1828.127,0,0,Recovas_Capacity_Check,3.41472,1.67003,0.013,0,0.04417,5.70219,24.2
6,CHA,29.027,1829.138,0,0,Recovas_Capacity_Check,3.41561,1.66994,0.01345,0,0.04572,5.70386,24.2
6,CHA,29.996,1830.107,0,0,Recovas_Capacity_Check,3.41639,1.66994,0.01393,0,0.04738,5.70516,24.2
6,CHA,31.002,1831.113,0,0,Recovas_Capacity_Check,3.41739,1.66994,0.01438,0,0.04891,5.70683,24.2
6,CHA,32.014,1832.125,0,0,Recovas_Capacity_Check,3.41828,1.67003,0.01485,0,0.05051,5.70832,24.2
6,CHA,32.17,1832.281,0,0,Recovas_Capacity_Check,3.4185,1.67003,0.01494,0,0.05082,5.7085,24.2
6,CHA,33.023,1833.134,0,0,Recovas_Capacity_Check,3.41917,1.67003,0.01534,0,0.05218,5.71011,24.2
6,CHA,33.999,1834.11,0,0,Recovas_Capacity_Check,3.42006,1.66994,0.01577,0,0.05366,5.71129,24.2
6,CHA,35.025,1835.136,0,0,Recovas_Capacity_Check,3.42095,1.67003,0.01625,0,0.05529,5.71308,24.2
6,CHA,36.005,1836.116,0,0,Recovas_Capacity_Check,3.42172,1.66994,0.01672,0,0.0569,5.71407,24.2
6,CHA,37.024,1837.135,0,0,Recovas_Capacity_Check,3.42261,1.66994,0.01716,0,0.0584,5.71556,24.2
6,CHA,38.005,1838.116,0,0,Recovas_Capacity_Check,3.42339,1.66994,0.01765,0,0.06008,5.71686,24.2
6,CHA,39.024,1839.135,0,0,Recovas_Capacity_Check,3.42428,1.66994,0.01812,0,0.0617,5.71865,24.2
6,CHA,40.004,1840.115,0,0,Recovas_Capacity_Check,3.42506,1.66994,0.01856,0,0.06319,5.71964,24.2
6,CHA,41.026,1841.137,0,0,Recovas_Capacity_Check,3.42595,1.66994,0.01905,0,0.06488,5.72125,24.2
6,CHA,42.004,1842.115,0,0,Recovas_Capacity_Check,3.42651,1.66994,0.0194,0,0.06608,5.72206,24.2
6,CHA,43.025,1843.136,0,0,Recovas_Capacity_Check,3.42751,1.66994,0.01994,0,0.06793,5.72355,24.2
6,CHA,44.021,1844.132,0,0,Recovas_Capacity_Check,3.42829,1.66994,0.02044,0,0.06964,5.72503,24.2
6,CHA,44.265,1844.376,0,0,Recovas_Capacity_Check,3.42851,1.66994,0.02055,0,0.07003,5.72522,24.2
6,CHA,45.055,1845.166,0,0,Recovas_Capacity_Check,3.42895,1.67003,0.02092,0,0.07128,5.72645,24.2
6,CHA,46.008,1846.119,0,0,Recovas_Capacity_Check,3.42984,1.67003,0.02134,0,0.07274,5.72794,24.2
6,CHA,47.001,1847.112,0,0,Recovas_Capacity_Check,3.43062,1.66994,0.0218,0,0.07432,5.72893,24.2
6,CHA,48.061,1848.172,0,0,Recovas_Capacity_Check,3.43129,1.66994,0.02226,0,0.07589,5.73005,24.2
6,CHA,49.022,1849.133,0,0,Recovas_Capacity_Check,3.43207,1.66994,0.02272,0,0.07747,5.73135,24.2
6,CHA,50.017,1850.128,0,0,Recovas_Capacity_Check,3.43285,1.66994,0.0232,0,0.07912,5.73265,24.2
6,CHA,51.123,1851.234,0,0,Recovas_Capacity_Check,3.43351,1.66994,0.0237,0,0.08083,5.73376,24.2
6,CHA,52,1852.111,0,0,Recovas_Capacity_Check,3.43429,1.66994,0.02412,0,0.08228,5.73506,24.2
6,CHA,53.034,1853.145,0,0,Recovas_Capacity_Check,3.43507,1.66994,0.02462,0,0.08399,5.73636,24.2
6,CHA,54.147,1854.258,0,0,Recovas_Capacity_Check,3.43574,1.66994,0.02509,0,0.08561,5.73747,24.2
6,CHA,55.001,1855.112,0,0,Recovas_Capacity_Check,3.43652,1.66994,0.02551,0,0.08706,5.73877,24.2
6,CHA,56.004,1856.115,0,0,Recovas_Capacity_Check,3.43718,1.67003,0.026,0,0.08872,5.7402,24.2
6,CHA,57.024,1857.135,0,0,Recovas_Capacity_Check,3.43785,1.66994,0.02644,0,0.09026,5.741,24.2
6,CHA,57.888,1857.999,0,0,Recovas_Capacity_Check,3.43852,1.67003,0.02687,0,0.09173,5.74242,24.2
6,CHA,58.009,1858.12,0,0,Recovas_Capacity_Check,3.43852,1.67003,0.02691,0,0.09186,5.74242,24.2
6,CHA,59.012,1859.123,0,0,Recovas_Capacity_Check,3.4393,1.67003,0.02737,0,0.09346,5.74323,24.2
6,CHA,60.087,1860.198,0,0,Recovas_Capacity_Check,3.43996,1.66994,0.02784,0,0.09506,5.74453,24.2
6,CHA,61.018,1861.129,0,0,Recovas_Capacity_Check,3.44063,1.67003,0.0283,0,0.09666,5.74595,24.2
6,CHA,62.021,1862.132,0,0,Recovas_Capacity_Check,3.4413,1.66994,0.02879,0,0.09832,5.74676,24.2
6,CHA,63.026,1863.137,0,0,Recovas_Capacity_Check,3.44196,1.67003,0.02922,0,0.0998,5.74787,24.2
6,CHA,64.028,1864.139,0,0,Recovas_Capacity_Check,3.44263,1.67003,0.0297,0,0.10146,5.7493,24.2
6,CHA,65.006,1865.117,0,0,Recovas_Capacity_Check,3.4433,1.66994,0.03017,0,0.10309,5.7501,24.2
6,CHA,66.025,1866.136,0,0,Recovas_Capacity_Check,3.44397,1.66994,0.03063,0,0.10465,5.75153,24.2
6,CHA,67.036,1867.147,0,0,Recovas_Capacity_Check,3.44463,1.66994,0.0311,0,0.10627,5.75215,24.2
6,CHA,68.008,1868.119,0,0,Recovas_Capacity_Check,3.44519,1.66994,0.03156,0,0.10788,5.75326,24.2
6,CHA,69.026,1869.137,0,0,Recovas_Capacity_Check,3.44586,1.66994,0.03202,0,0.10944,5.75437,24.2
6,CHA,70.037,1870.148,0,0,Recovas_Capacity_Check,3.44652,1.67003,0.03249,0,0.11106,5.75549,24.2
6,CHA,71.009,1871.12,0,0,Recovas_Capacity_Check,3.44708,1.66994,0.03296,0,0.11268,5.75642,24.2
6,CHA,72.027,1872.138,0,0,Recovas_Capacity_Check,3.44775,1.66994,0.03339,0,0.11418,5.75753,24.2
6,CHA,72.998,1873.109,0,0,Recovas_Capacity_Check,3.4483,1.66994,0.03386,0,0.1158,5.75846,24.2
6,CHA,73.241,1873.352,0,0,Recovas_Capacity_Check,3.44853,1.67003,0.03397,0,0.11619,5.75914,24.2
6,CHA,74.009,1874.12,0,0,Recovas_Capacity_Check,3.44886,1.66994,0.03424,0,0.11711,5.75939,24.2
6,CHA,75.03,1875.141,0,0,Recovas_Capacity_Check,3.44964,1.67003,0.03478,0,0.11898,5.7605,24.2
6,CHA,76.001,1876.112,0,0,Recovas_Capacity_Check,3.45019,1.67003,0.03525,0,0.1206,5.76193,24.2
6,CHA,77.051,1877.162,0,0,Recovas_Capacity_Check,3.45075,1.67003,0.03573,0,0.12223,5.76236,24.2
6,CHA,78.031,1878.142,0,0,Recovas_Capacity_Check,3.45131,1.67003,0.03618,0,0.12379,5.76378,24.2
6,CHA,79.002,1879.113,0,0,Recovas_Capacity_Check,3.45197,1.67003,0.03665,0,0.12541,5.7649,24.2
6,CHA,80.068,1880.179,0,0,Recovas_Capacity_Check,3.45242,1.66994,0.03706,0,0.12684,5.76533,24.2
6,CHA,81.032,1881.143,0,0,Recovas_Capacity_Check,3.45309,1.66994,0.03757,0,0.12859,5.76645,24.2
6,CHA,82.003,1882.114,0,0,Recovas_Capacity_Check,3.45364,1.66994,0.03804,0,0.13021,5.76737,24.2
6,CHA,83.117,1883.228,0,0,Recovas_Capacity_Check,3.4542,1.66994,0.03853,0,0.1319,5.76812,24.2
6,CHA,84.034,1884.145,0,0,Recovas_Capacity_Check,3.45487,1.66994,0.03896,0,0.1334,5.76923,24.2
6,CHA,85.009,1885.12,0,0,Recovas_Capacity_Check,3.45531,1.66994,0.03943,0,0.13503,5.77016,24.2
6,CHA,86.136,1886.247,0,0,Recovas_Capacity_Check,3.45587,1.66994,0.03992,0,0.13673,5.77109,24.2
6,CHA,86.997,1887.108,0,0,Recovas_Capacity_Check,3.45642,1.67003,0.04037,0,0.13828,5.77233,24.2
6,CHA,88.009,1888.12,0,0,Recovas_Capacity_Check,3.45687,1.66994,0.04082,0,0.13984,5.77276,24.2
6,CHA,89.147,1889.258,0,0,Recovas_Capacity_Check,3.45742,1.66994,0.04128,0,0.14141,5.77369,24.2
6,CHA,89.999,1890.11,0,0,Recovas_Capacity_Check,3.45798,1.67003,0.04177,0,0.1431,5.77493,24.2
6,CHA,91.011,1891.122,0,0,Recovas_Capacity_Check,3.45842,1.66994,0.04223,0,0.14472,5.77536,24.2
6,CHA,91.093,1891.204,0,0,Recovas_Capacity_Check,3.45853,1.66994,0.04227,0,0.14485,5.77555,24.2
6,CHA,92.027,1892.138,0,0,Recovas_Capacity_Check,3.45898,1.66994,0.04267,0,0.14622,5.77629,24.2
6,CHA,93.001,1893.112,0,0,Recovas_Capacity_Check,3.45942,1.67003,0.04316,0,0.14791,5.77734,24.2
6,CHA,94.013,1894.124,0,0,Recovas_Capacity_Check,3.45998,1.67003,0.04363,0,0.14954,5.77827,24.2
6,CHA,95.032,1895.143,0,0,Recovas_Capacity_Check,3.46043,1.66994,0.04406,0,0.15104,5.7787,24.2
6,CHA,96.003,1896.114,0,0,Recovas_Capacity_Check,3.46087,1.67003,0.04455,0,0.15273,5.77976,24.2
6,CHA,97.015,1897.126,0,0,Recovas_Capacity_Check,3.46132,1.67003,0.04502,0,0.15436,5.7805,24.2
6,CHA,98.035,1898.146,0,0,Recovas_Capacity_Check,3.46176,1.66994,0.04545,0,0.15586,5.78093,24.2
6,CHA,99.005,1899.116,0,0,Recovas_Capacity_Check,3.4622,1.67003,0.04594,0,0.15755,5.78198,24.2
6,CHA,100.017,1900.128,0,0,Recovas_Capacity_Check,3.46265,1.66994,0.04636,0,0.159,5.78242,24.2
6,CHA,101.036,1901.147,0,0,Recovas_Capacity_Check,3.46309,1.66994,0.04685,0,0.16068,5.78347,24.2
6,CHA,102.007,1902.118,0,0,Recovas_Capacity_Check,3.46354,1.66994,0.04732,0,0.16231,5.7839,24.2
6,CHA,103.059,1903.17,0,0,Recovas_Capacity_Check,3.46387,1.67003,0.04782,0,0.16403,5.78477,24.2
6,CHA,103.996,1904.107,0,0,Recovas_Capacity_Check,3.46432,1.66994,0.04824,0,0.16551,5.7852,24.2
6,CHA,105.011,1905.122,0,0,Recovas_Capacity_Check,3.46465,1.67003,0.04871,0,0.16714,5.78607,24.2
6,CHA,105.989,1906.1,0,0,Recovas_Capacity_Check,3.46499,1.67003,0.04914,0,0.16862,5.78663,24.2
6,CHA,107.001,1907.112,0,0,Recovas_Capacity_Check,3.46543,1.67003,0.04963,0,0.17034,5.78737,24.2
6,CHA,108.016,1908.127,0,0,Recovas_Capacity_Check,3.46576,1.67003,0.05011,0,0.17197,5.78793,24.2
6,CHA,108.998,1909.109,0,0,Recovas_Capacity_Check,3.4661,1.66994,0.05052,0,0.17341,5.78817,24.2
6,CHA,110.005,1910.116,0,0,Recovas_Capacity_Check,3.46643,1.67003,0.05103,0,0.17516,5.78904,24.2
6,CHA,111.017,1911.128,0,0,Recovas_Capacity_Check,3.46676,1.66994,0.0515,0,0.17679,5.78929,24.2
6,CHA,111.994,1912.105,0,0,Recovas_Capacity_Check,3.4671,1.66994,0.05195,0,0.17836,5.79016,24.2
6,CHA,113.005,1913.116,0,0,Recovas_Capacity_Check,3.46743,1.66994,0.05242,0,0.17999,5.7904,24.2
6,CHA,114.017,1914.128,0,0,Recovas_Capacity_Check,3.46765,1.67003,0.05289,0,0.18162,5.79108,24.2
6,CHA,114.996,1915.107,0,0,Recovas_Capacity_Check,3.46799,1.67003,0.05334,0,0.18319,5.79164,24.2
6,CHA,116.007,1916.118,0,0,Recovas_Capacity_Check,3.46832,1.66994,0.05381,0,0.18482,5.79189,24.2
6,CHA,116.856,1916.967,0,0,Recovas_Capacity_Check,3.46854,1.67003,0.05422,0,0.18625,5.79257,24.2
6,CHA,117.021,1917.132,0,0,Recovas_Capacity_Check,3.46854,1.67003,0.0543,0,0.18651,5.79257,24.2
6,CHA,117.997,1918.108,0,0,Recovas_Capacity_Check,3.46877,1.66994,0.05474,0,0.18802,5.79263,24.2
6,CHA,119.009,1919.12,0,0,Recovas_Capacity_Check,3.46899,1.66994,0.05522,0,0.18972,5.793,24.2
6,CHA,120.022,1920.133,0,0,Recovas_Capacity_Check,3.46932,1.66994,0.05569,0,0.19135,5.79356,24.2
6,CHA,120.999,1921.11,0,0,Recovas_Capacity_Check,3.46954,1.67003,0.05613,0,0.19285,5.79424,24.2
6,CHA,122.011,1922.122,0,0,Recovas_Capacity_Check,3.46977,1.67003,0.05662,0,0.19455,5.79461,24.2
6,CHA,123.024,1923.135,0,0,Recovas_Capacity_Check,3.4701,1.66994,0.05709,0,0.19618,5.79486,24.2
6,CHA,124,1924.111,0,0,Recovas_Capacity_Check,3.47032,1.66994,0.05752,0,0.19768,5.79523,24.2
6,CHA,125.014,1925.125,0,0,Recovas_Capacity_Check,3.47055,1.66994,0.05801,0,0.19938,5.7956,24.2
6,CHA,126.027,1926.138,0,0,Recovas_Capacity_Check,3.47077,1.66994,0.05848,0,0.20101,5.79597,24.2
6,CHA,127.005,1927.116,0,0,Recovas_Capacity_Check,3.47099,1.66994,0.05891,0,0.20252,5.79635,24.2
6,CHA,128.016,1928.127,0,0,Recovas_Capacity_Check,3.47121,1.66994,0.0594,0,0.20421,5.79672,24.2
6,CHA,129.027,1929.138,0,0,Recovas_Capacity_Check,3.47132,1.66994,0.05987,0,0.20584,5.7969,24.2
6,CHA,130.004,1930.115,0,0,Recovas_Capacity_Check,3.47155,1.67003,0.06031,0,0.20735,5.79759,24.2
6,CHA,131.018,1931.129,0,0,Recovas_Capacity_Check,3.47177,1.66994,0.06079,0,0.20905,5.79765,24.2
6,CHA,132.07,1932.181,0,0,Recovas_Capacity_Check,3.47199,1.66994,0.06119,0,0.21042,5.79833,24.2
6,CHA,133.007,1933.118,0,0,Recovas_Capacity_Check,3.47221,1.67003,0.0617,0,0.21219,5.7987,24.2
6,CHA,134.02,1934.131,0,0,Recovas_Capacity_Check,3.47244,1.67003,0.06217,0,0.21382,5.79907,24.2
6,CHA,134.984,1935.095,0,0,Recovas_Capacity_Check,3.47255,1.66994,0.06259,0,0.21527,5.79926,24.2
6,CHA,136.01,1936.121,0,0,Recovas_Capacity_Check,3.47277,1.66994,0.06309,0,0.21703,5.79932,24.2
6,CHA,137.023,1937.134,0,0,Recovas_Capacity_Check,3.47299,1.66994,0.06356,0,0.21866,5.79969,24.2
6,CHA,138.153,1938.264,0,0,Recovas_Capacity_Check,3.4731,1.67003,0.06407,0,0.22041,5.80019,24.2
6,CHA,139.013,1939.124,0,0,Recovas_Capacity_Check,3.47333,1.67003,0.06448,0,0.22186,5.80056,24.2
6,CHA,140.025,1940.136,0,0,Recovas_Capacity_Check,3.47344,1.67003,0.06495,0,0.22349,5.80074,24.2
6,CHA,141.115,1941.226,0,0,Recovas_Capacity_Check,3.47366,1.66994,0.06541,0,0.22507,5.8008,24.2
6,CHA,142.016,1942.127,0,0,Recovas_Capacity_Check,3.47388,1.66994,0.06588,0,0.2267,5.80117,24.2
6,CHA,143.027,1943.138,0,0,Recovas_Capacity_Check,3.47399,1.66994,0.06635,0,0.22833,5.80136,24.2
6,CHA,144.005,1944.116,0,0,Recovas_Capacity_Check,3.4741,1.67003,0.0668,0,0.22991,5.80186,24.2
6,CHA,145.019,1945.13,0,0,Recovas_Capacity_Check,3.47433,1.67003,0.06727,0,0.23154,5.80223,24.2
6,CHA,146.029,1946.14,0,0,Recovas_Capacity_Check,3.47444,1.67003,0.06774,0,0.23317,5.80241,24.2
6,CHA,147.006,1947.117,0,0,Recovas_Capacity_Check,3.47466,1.67003,0.06819,0,0.23474,5.80279,24.2
6,CHA,148.02,1948.131,0,0,Recovas_Capacity_Check,3.47477,1.67003,0.06868,0,0.23644,5.80297,24.2
6,CHA,149.031,1949.142,0,0,Recovas_Capacity_Check,3.47499,1.66994,0.06915,0,0.23807,5.80303,24.2
6,CHA,150.007,1950.118,0,0,Recovas_Capacity_Check,3.47511,1.66994,0.06958,0,0.23958,5.80322,24.2
6,CHA,151.021,1951.132,0,0,Recovas_Capacity_Check,3.47533,1.67003,0.07007,0,0.24128,5.8039,24.2
6,CHA,152.033,1952.144,0,0,Recovas_Capacity_Check,3.47544,1.67003,0.07054,0,0.24291,5.80409,24.2
6,CHA,153.01,1953.121,0,0,Recovas_Capacity_Check,3.47555,1.66994,0.07098,0,0.24442,5.80396,24.2
6,CHA,154.023,1954.134,0,0,Recovas_Capacity_Check,3.47577,1.67003,0.07147,0,0.24612,5.80464,24.2
6,CHA,155.035,1955.146,0,0,Recovas_Capacity_Check,3.47588,1.66994,0.07193,0,0.24775,5.80452,24.2
6,CHA,156.01,1956.121,0,0,Recovas_Capacity_Check,3.47599,1.66994,0.07237,0,0.24926,5.8047,24.2
6,CHA,157.025,1957.136,0,0,Recovas_Capacity_Check,3.47611,1.67003,0.07286,0,0.25096,5.8052,24.3
6,CHA,158.004,1958.115,0,0,Recovas_Capacity_Check,3.47633,1.66994,0.07326,0,0.25236,5.80526,24.3
6,CHA,159.012,1959.123,0,0,Recovas_Capacity_Check,3.47644,1.67003,0.07376,0,0.2541,5.80576,24.3
6,CHA,160.026,1960.137,0,0,Recovas_Capacity_Check,3.47666,1.66994,0.07423,0,0.25573,5.80582,24.3
6,CHA,160.985,1961.096,0,0,Recovas_Capacity_Check,3.47677,1.67003,0.07465,0,0.25718,5.80613,24.3
6,CHA,162.012,1962.123,0,0,Recovas_Capacity_Check,3.47688,1.66994,0.07515,0,0.25894,5.80619,24.3
6,CHA,163.026,1963.137,0,0,Recovas_Capacity_Check,3.477,1.67003,0.07562,0,0.26057,5.80669,24.3
6,CHA,163.999,1964.11,0,0,Recovas_Capacity_Check,3.47722,1.66994,0.07604,0,0.26202,5.80675,24.3
6,CHA,165.017,1965.128,0,0,Recovas_Capacity_Check,3.47733,1.67003,0.07655,0,0.26378,5.80724,24.3
6,CHA,166.029,1966.14,0,0,Recovas_Capacity_Check,3.47744,1.67003,0.07702,0,0.26542,5.80743,24.3
6,CHA,167.031,1967.142,0,0,Recovas_Capacity_Check,3.47755,1.66994,0.07747,0,0.26699,5.80761,24.3
6,CHA,168.017,1968.128,0,0,Recovas_Capacity_Check,3.47766,1.66994,0.07794,0,0.26862,5.80749,24.3
6,CHA,169.03,1969.141,0,0,Recovas_Capacity_Check,3.47777,1.66994,0.07841,0,0.27026,5.80767,24.3
6,CHA,170.006,1970.117,0,0,Recovas_Capacity_Check,3.478,1.66994,0.07886,0,0.27183,5.80805,24.3
6,CHA,171.018,1971.129,0,0,Recovas_Capacity_Check,3.47811,1.66994,0.07933,0,0.27347,5.80823,24.3
6,CHA,172.031,1972.142,0,0,Recovas_Capacity_Check,3.47822,1.66994,0.0798,0,0.2751,5.80842,24.3
6,CHA,173.008,1973.119,0,0,Recovas_Capacity_Check,3.47833,1.67003,0.08025,0,0.27668,5.80891,24.3
6,CHA,174.021,1974.132,0,0,Recovas_Capacity_Check,3.47844,1.66994,0.08072,0,0.27831,5.80879,24.3
6,CHA,174.103,1974.214,0,0,Recovas_Capacity_Check,3.47855,1.67003,0.08076,0,0.27844,5.80929,24.3
6,CHA,175.033,1975.144,0,0,Recovas_Capacity_Check,3.47855,1.67003,0.08119,0,0.27995,5.80929,24.3
6,CHA,176.012,1976.123,0,0,Recovas_Capacity_Check,3.47866,1.66994,0.08165,0,0.28152,5.80916,24.3
6,CHA,177.023,1977.134,0,0,Recovas_Capacity_Check,3.47889,1.67003,0.08212,0,0.28316,5.80984,24.3
6,CHA,178.034,1978.145,0,0,Recovas_Capacity_Check,3.479,1.67003,0.0826,0,0.28485,5.81003,24.3
6,CHA,179.012,1979.123,0,0,Recovas_Capacity_Check,3.47911,1.67003,0.08304,0,0.28637,5.81021,24.3
6,CHA,180.024,1980.135,0,0,Recovas_Capacity_Check,3.47922,1.66994,0.08353,0,0.28806,5.81009,24.3
6,CHA,181.035,1981.146,0,0,Recovas_Capacity_Check,3.47933,1.66994,0.084,0,0.28969,5.81027,24.3
6,CHA,182.012,1982.123,0,0,Recovas_Capacity_Check,3.47944,1.66994,0.08443,0,0.29121,5.81046,24.3
6,CHA,183.025,1983.136,0,0,Recovas_Capacity_Check,3.47966,1.66994,0.08492,0,0.29291,5.81083,24.3
6,CHA,184.036,1984.147,0,0,Recovas_Capacity_Check,3.47966,1.66994,0.08539,0,0.29454,5.81083,24.3
6,CHA,185.014,1985.125,0,0,Recovas_Capacity_Check,3.47978,1.67003,0.08582,0,0.29605,5.81133,24.3
6,CHA,186.028,1986.139,0,0,Recovas_Capacity_Check,3.47989,1.66994,0.08631,0,0.29775,5.8112,24.3
6,CHA,187.033,1987.144,0,0,Recovas_Capacity_Check,3.48,1.66994,0.08673,0,0.29921,5.81139,24.3
6,CHA,188.016,1988.127,0,0,Recovas_Capacity_Check,3.48022,1.66994,0.08722,0,0.3009,5.81176,24.4
6,CHA,189.029,1989.14,0,0,Recovas_Capacity_Check,3.48022,1.66994,0.0877,0,0.3026,5.81176,24.4
6,CHA,190.053,1990.164,0,0,Recovas_Capacity_Check,3.48033,1.66994,0.08813,0,0.30406,5.81195,24.4
